name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj
3597	ENSMUST00000184554.7	chr10_128126221_128126397_-@MKI67_ENSMUST00000033310.8:Mki67	99	125	840	866	27	0.59259	40	72	81	813	81	0.76543	-9.96	0.00668	0.0134
3598	ENSMUST00000184554.7	chr12_22625185_22625346_+@ETNK1_ENSMUST00000203341.1:Etnk1	41	57	430	446	17	0.82353	36	24	51	413	51	0.81373	-9.96	1.28e-08	1.37e-06
3599	ENSMUST00000184554.7	chr19_46860301_46860600_+@ARHGAP35_ENSMUST00000075845.10:Arhgap35	121	146	759	785	27	0.77778	46	94	80	732	81	0.81366	-9.95	1.55e-05	0.000161
3600	ENSMUST00000184554.7	chr14_50532419_50532585_-@MAP4K5_ENSMUST00000110567.7:Map4k5	99	121	559	581	23	0.73913	58	76	69	536	69	0.81159	-9.95	0.000247	0.00114
3601	ENSMUST00000184554.7	chr3_133573825_133573977_+@CDV3_ENSMUST00000072249.12:Cdv3	81	108	643	669	28	0.75	38	53	84	615	83	0.81437	-9.95	2.3e-06	4.57e-05
3602	ENSMUST00000184554.7	chr9_136545898_136546155_-@NOTCH1_ENSMUST00000028288.4:Notch1	102	129	750	779	30	0.66667	41	72	88	720	90	0.79213	-9.94	0.00767	0.015
3603	ENSMUST00000184554.7	chr3_170222286_170222457_+@PRKCI_ENSMUST00000108249.8:Prkci	84	104	275	295	21	0.66667	56	63	63	254	63	0.77778	-9.94	0.000861	0.00287
3604	ENSMUST00000184554.7	chr14_101761559_101761741_+@PPP2R5C_ENSMUST00000220509.1:Ppp2r5c	31	45	297	311	15	0.66667	38	16	45	282	45	0.81111	-9.94	0.00114	0.0035
3605	ENSMUST00000184554.7	chr2_227472012_227472311_+@AGFG1_ENSMUST00000190052.6:Agfg1	184	200	522	538	17	0.70588	44	167	51	505	51	0.71569	-9.94	3.07e-06	5.4e-05
3606	ENSMUST00000184554.7	chr1_153990612_153990911_+@RPS27_ENSMUST00000200305.1:Rps27	132	142	853	863	11	0.81818	38	121	33	842	33	0.78788	-9.94	0.00243	0.00608
3607	ENSMUST00000184554.7	chr12_53180642_53180871_+@ZNF740_ENSMUST00000139960.7:Zfp740	95	112	395	412	18	0.72222	36	77	54	377	54	0.80556	-9.94	0.000802	0.00271
3608	ENSMUST00000184554.7	chr4_77157067_77157210_+@CCNG2_ENSMUST00000152097.1:Ccng2	61	75	3	17	15	0.8	49	46	45	1	32	0.79221	-9.94	0.00159	0.0044
3609	ENSMUST00000184554.7	chr9_131740026_131740225_-@RAPGEF1_ENSMUST00000102872.10:Rapgef1	171	198	5	31	28	0.78571	50	143	84	1	59	0.74825	-9.94	0.000874	0.0029
3610	ENSMUST00000184554.7	chr9_131740026_131740225_-@RAPGEF1_ENSMUST00000102872.10:Rapgef1	104	116	821	833	13	0.84615	42	91	39	808	39	0.74359	-9.94	0.000874	0.0029
3611	ENSMUST00000184554.7	chr9_93451551_93451730_-@FAM120AOS_ENSMUST00000060805.6:Fam120a	57	73	344	360	17	0.70588	44	40	51	327	51	0.79412	-9.94	4.8e-07	1.47e-05
3612	ENSMUST00000184554.7	chr11_32090800_32091012_+@RCN1_ENSMUST00000006128.6:Rcn1	124	137	757	770	14	0.78571	40	110	42	743	42	0.79762	-9.94	4.71e-05	0.000352
3613	ENSMUST00000184554.7	chr21_15729997_15730160_+@USP25_ENSMUST00000232047.1:Usp25	132	142	92	102	11	0.81818	38	121	33	81	33	0.86364	-9.94	0.000617	0.0022
3614	ENSMUST00000184554.7	chr6_7910808_7910975_-@TXNDC5_ENSMUST00000035988.15:Txndc5	190	200	855	865	11	0.81818	36	179	33	844	33	0.74242	-9.94	7.6e-05	0.000481
3615	ENSMUST00000184554.7	chr2_229922037_229922158_-@TRIP12_ENSMUST00000185909.6:Trip12	23	51	837	865	29	0.68966	50	1	80	808	87	0.77844	-9.94	0.000567	0.00207
3616	ENSMUST00000184554.7	chr21_15729997_15730160_+@USP25_ENSMUST00000232047.1:Usp25	55	110	395	455	61	0.67213	56	55	56	395	61	0.84615	-9.9308	0.000617	0.0022
3617	ENSMUST00000184554.7	chr2_190881216_190881391_+@GLS_ENSMUST00000142976.1:Gls	98	129	970	1000	32	0.71875	47	66	96	938	63	0.81132	-9.93	0.00142	0.00411
3618	ENSMUST00000184554.7	chr3_12663967_12664266_-@RAF1_ENSMUST00000000451.13:Raf1	82	96	727	741	15	0.73333	37	67	45	712	45	0.81111	-9.93	0.000498	0.00189
3619	ENSMUST00000184554.7	chr1_110034474_110034773_+@STRIP1_ENSMUST00000064759.6:Strip1	123	142	757	776	20	0.75	37	103	60	737	60	0.825	-9.93	0.00145	0.00417
3620	ENSMUST00000184554.7	chr7_90211590_90211813_+@STEAP2_ENSMUST00000015797.10:Steap2	100	112	769	781	13	0.76923	36	87	39	756	39	0.80769	-9.92	0.00697	0.014
3621	ENSMUST00000184554.7	chr11_68312441_68312608_+@LRP5_ENSMUST00000025856.16:Lrp5	85	104	755	774	20	0.65	45	65	60	735	60	0.76667	-9.92	0.000841	0.00282
3622	ENSMUST00000184554.7	chr14_104800431_104800730_+@ZBTB42_ENSMUST00000173942.1:Zbtb42	93	102	50	59	10	0.9	37	83	30	40	30	0.8	-9.92	0.00932	0.0173
3623	ENSMUST00000184554.7	chr18_3013298_3013464_-@LPIN2_ENSMUST00000156570.7:Lpin2	132	143	70	81	12	0.75	37	120	36	58	36	0.83333	-9.92	3.15e-06	5.4e-05
3624	ENSMUST00000184554.7	chr20_3786590_3786889_-@CENPB_ENSMUST00000089510.4:Cenpb	67	89	476	499	24	0.83333	38	43	71	452	72	0.71329	-9.92	0.00255	0.00628
3625	ENSMUST00000184554.7	chr19_35030385_35030601_+@SCN1B_ENSMUST00000211945.1:Scn1b	180	207	926	953	28	0.64286	45	152	84	898	84	0.71429	-9.91	0.00106	0.00334
3626	ENSMUST00000184554.7	chr12_123584402_123584701_+@TMED2_ENSMUST00000200031.1:Tmed2	117	142	230	254	26	0.76923	46	91	78	204	77	0.83871	-9.91	0.00013	0.000716
3627	ENSMUST00000184554.7	chr3_182793354_182793653_+@ATP11B_ENSMUST00000200445.4:Atp11b	101	110	520	529	10	1	38	91	30	510	30	0.81667	-9.91	0.00465	0.0102
3628	ENSMUST00000184554.7	chr11_59615540_59615730_-@OSBP_ENSMUST00000025590.10:Osbp	22	50	35	63	29	0.72414	41	1	79	6	87	0.8253	-9.91	0.0011	0.0034
3629	ENSMUST00000184554.7	chr9_100426993_100427176_+@MSANTD3_ENSMUST00000107704.1:Msantd3	12	22	139	149	11	0.81818	36	1	33	128	33	0.84848	-9.91	9.34e-05	0.000556
3630	ENSMUST00000184554.7	chr15_78264412_78264711_+@DNAJA4_ENSMUST00000070070.7:Dnaja4	44	66	110	132	23	0.78261	54	21	69	87	69	0.85507	-9.91	0.00837	0.016
3631	ENSMUST00000184554.7	chr17_79839290_79839589_-@CBX4_ENSMUST00000026665.7:Cbx4	41	63	251	273	23	0.73913	44	18	69	228	69	0.82609	-9.91	9.59e-09	1.12e-06
3632	ENSMUST00000184554.7	chr6_158232045_158232217_+@TULP4_ENSMUST00000149756.7:Tulp4	12	27	122	137	16	0.75	36	1	43	106	48	0.83516	-9.91	0.00324	0.00769
3633	ENSMUST00000184554.7	chr19_1401382_1401681_-@GAMT_ENSMUST00000148615.1:Gamt	130	140	772	782	11	0.90909	37	119	33	761	33	0.68182	-9.91	0.0042	0.00943
3634	ENSMUST00000184554.7	chr6_150865560_150865859_+@MTHFD1L_ENSMUST00000043735.7:Mthfd1l	98	108	395	405	11	0.90909	39	87	33	384	33	0.75758	-9.91	0.00491	0.0107
3635	ENSMUST00000184554.7	chr19_45496862_45497161_-@RTN2_ENSMUST00000209186.1:Rtn2	52	73	23	44	22	0.72727	38	30	66	1	66	0.84091	-9.9	0.00515	0.0111
3636	ENSMUST00000184554.7	chr12_64404479_64404713_+@XPOT_ENSMUST00000039810.7:Xpot	136	144	763	771	9	1	36	127	27	754	27	0.85185	-9.9	0.000889	0.00295
3637	ENSMUST00000184554.7	chr6_33298795_33299075_-@RGL2_ENSMUST00000173153.7:Rgl2	8	28	606	626	21	0.52381	38	1	49	585	63	0.69643	-9.9	0.000711	0.00247
3638	ENSMUST00000184554.7	chr12_19439628_19439839_+@AEBP2_ENSMUST00000095350.10:Aebp2	110	143	67	100	34	0.79412	71	76	102	33	102	0.79902	-9.9	0.00195	0.0051
3639	ENSMUST00000184554.7	chr18_51030072_51030371_+@SMAD4_ENSMUST00000025393.13:Smad4	55	67	496	508	13	0.92308	38	42	39	483	39	0.82051	-9.9	0.000274	0.00123
3640	ENSMUST00000184554.7	chr3_19947159_19947250_+@RAB5A_ENSMUST00000233347.1:Rab5a	100	137	519	556	38	0.57895	51	62	114	481	114	0.75	-9.9	0.00299	0.0072
3641	ENSMUST00000184554.7	chr12_64404246_64404371_+@XPOT_ENSMUST00000218004.1:Xpot	136	144	747	755	9	1	36	127	27	738	27	0.85185	-9.9	0.001	0.00319
3642	ENSMUST00000184554.7	chr14_63727905_63728204_-@SGPP1_ENSMUST00000220285.1:Sgpp1	180	196	692	708	17	0.64706	36	163	51	675	51	0.73529	-9.89	1.24e-05	0.000139
3643	ENSMUST00000184554.7	chr12_27244143_27244442_+@STK38L_ENSMUST00000111644.1:Stk38l	134	163	54	81	30	0.7	51	104	90	24	88	0.80899	-9.89	6.81e-05	0.000452
3644	ENSMUST00000184554.7	chr16_81035692_81035991_+@ATMIN_ENSMUST00000109099.3:Atmin	96	107	86	97	12	0.91667	36	84	36	74	36	0.83333	-9.89	5e-04	0.00189
3645	ENSMUST00000184554.7	chr12_120469523_120469822_-@SRSF9_ENSMUST00000209604.1:Srsf9	116	131	112	127	16	0.8125	39	100	48	96	48	0.83333	-9.89	1.5e-05	0.000159
3646	ENSMUST00000184554.7	chrX_155071185_155071388_-@CMC4_ENSMUST00000033543.13:Cmc4	133	145	853	865	13	0.76923	36	120	39	840	39	0.78205	-9.89	0.00047	0.0018
3647	ENSMUST00000184554.7	chr9_37800647_37800946_+@DCAF10_ENSMUST00000107798.3:Dcaf10	122	142	122	142	21	0.7619	53	101	63	101	63	0.8254	-9.89	8.35e-05	0.000509
3648	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	116	126	335	345	11	1	44	105	33	324	33	0.87879	-9.89	4.39e-09	7.38e-07
3649	ENSMUST00000184554.7	chr19_42254978_42255277_-@ERF_ENSMUST00000116343.2:Erf	181	201	903	923	21	0.71429	43	160	63	882	63	0.73016	-9.89	7.17e-05	0.000465
3650	ENSMUST00000184554.7	chr16_2752528_2752827_+@SRRM2_ENSMUST00000233636.1:Srrm2	188	206	646	664	19	0.78947	43	169	57	627	57	0.72807	-9.89	0.00193	0.00506
3651	ENSMUST00000184554.7	chr8_17156390_17156631_+@ZDHHC2_ENSMUST00000167766.1:Zdhhc2	100	113	92	105	14	0.85714	36	86	42	78	42	0.83333	-9.88	1.04e-05	0.000125
3652	ENSMUST00000184554.7	chr17_39700008_39700051_+@ERBB2_ENSMUST00000136032.1:Erbb2	77	91	360	374	15	0.73333	39	62	45	345	45	0.78889	-9.88	1.08e-05	0.000127
3653	ENSMUST00000184554.7	chr17_39699826_39700007_+@ERBB2_ENSMUST00000058295.5:Erbb2	77	91	383	397	15	0.73333	39	62	45	368	45	0.78889	-9.88	1.23e-05	0.000139
3654	ENSMUST00000184554.7	chr19_11505711_11505988_-@ZNF653_ENSMUST00000216916.1:Zfp653	36	47	723	734	12	0.75	37	24	36	711	36	0.76389	-9.88	6.95e-06	9.5e-05
3655	ENSMUST00000184554.7	chr4_26860627_26860774_+@STIM2_ENSMUST00000117661.8:Stim2	31	42	447	458	12	0.91667	36	19	36	435	36	0.875	-9.87	6.34e-05	0.000434
3656	ENSMUST00000184554.7	chr15_90902711_90902904_+@MAN2A2_ENSMUST00000205535.1:Man2a2	102	128	638	663	27	0.62963	38	75	81	611	80	0.76398	-9.87	7.31e-05	0.000473
3657	ENSMUST00000184554.7	chr1_38859587_38859886_-@RRAGC_ENSMUST00000155757.7:Rragc	30	49	19	38	20	0.8	52	10	60	1	58	0.79661	-9.87	0.00244	0.00608
3658	ENSMUST00000184554.7	chr11_61827956_61828203_+@FADS2_ENSMUST00000025567.8:Fads2	82	112	753	784	32	0.625	50	50	95	721	96	0.7644	-9.87	0.000166	0.000855
3659	ENSMUST00000184554.7	chrX_120250662_120250961_+@ZBTB33_ENSMUST00000131124.1:Zbtb33	62	72	177	187	11	1	40	51	33	166	33	0.74242	-9.86	0.00117	0.00355
3660	ENSMUST00000184554.7	chr19_46860301_46860600_+@ARHGAP35_ENSMUST00000075845.10:Arhgap35	41	61	256	276	21	0.7619	41	20	63	235	63	0.8254	-9.86	1.55e-05	0.000161
3661	ENSMUST00000184554.7	chr3_124887558_124887644_-@ITGB5_ENSMUST00000115028.10:Itgb5	119	130	405	416	12	0.91667	45	107	36	393	36	0.77778	-9.86	8.53e-05	0.000515
3662	ENSMUST00000184554.7	chr19_40191279_40191452_+@MAP3K10_ENSMUST00000108341.1:Map3k10	99	114	952	967	16	0.8125	44	83	48	936	48	0.79167	-9.86	8e-04	0.00271
3663	ENSMUST00000184554.7	chr2_191245258_191245432_+@MYO1B_ENSMUST00000018561.13:Myo1b	102	114	880	892	13	0.76923	36	89	39	867	39	0.82051	-9.86	0.000835	0.00281
3664	ENSMUST00000184554.7	chr2_191245433_191245606_+@MYO1B_ENSMUST00000151525.7:Myo1b	102	114	896	908	13	0.76923	36	89	39	883	39	0.82051	-9.86	0.000782	0.00267
3665	ENSMUST00000184554.7	chr3_124887364_124887557_-@ITGB5_ENSMUST00000069345.5:Itgb5	119	130	393	404	12	0.91667	45	107	36	381	36	0.77778	-9.86	7.44e-05	0.000479
3666	ENSMUST00000184554.7	chr16_54930715_54930930_+@IRX5_ENSMUST00000034184.11:Irx5	56	66	849	859	11	0.90909	39	45	33	838	33	0.77273	-9.86	0.000206	0.00103
3667	ENSMUST00000184554.7	chr18_70288733_70288964_+@SOCS6_ENSMUST00000237549.1:Socs6	80	106	719	745	27	0.66667	39	53	81	692	81	0.82716	-9.85	3.85e-06	6.11e-05
3668	ENSMUST00000184554.7	chr17_35731489_35731788_+@RASL10B_ENSMUST00000175848.7:Rasl10b	96	104	147	155	9	1	36	87	27	138	27	0.88889	-9.85	5.01e-05	0.000368
3669	ENSMUST00000184554.7	chr10_117375290_117375589_-@PDZD8_ENSMUST00000099274.3:Pdzd8	188	196	982	990	9	1	36	179	27	973	27	0.7963	-9.85	4.08e-05	0.000319
3670	ENSMUST00000184554.7	chr2_101697538_101697697_+@MAP4K4_ENSMUST00000168431.6:Map4k4	122	139	3	20	18	0.77778	51	104	54	1	38	0.81522	-9.85	0.000144	0.000779
3671	ENSMUST00000184554.7	chr6_163414629_163414718_+@QKI_ENSMUST00000233828.1:Qk	183	198	250	265	16	0.8125	41	167	48	234	48	0.79167	-9.85	1.12e-09	4.79e-07
3672	ENSMUST00000184554.7	chr8_144103616_144103915_-@SHARPIN_ENSMUST00000137106.1:Sharpin	24	43	870	891	22	0.77273	36	2	64	848	66	0.74615	-9.85	0.00357	0.0083
3673	ENSMUST00000184554.7	chr7_77536900_77537120_+@PTPN12_ENSMUST00000030556.7:Ptpn12	126	143	827	844	18	0.72222	39	108	54	809	54	0.77778	-9.85	0.00202	0.00523
3674	ENSMUST00000184554.7	chr17_7238097_7238281_-@PHF23_ENSMUST00000135814.1:Phf23	38	48	597	607	11	0.81818	36	27	33	586	33	0.68182	-9.85	0.0013	0.00384
3675	ENSMUST00000184554.7	chr13_106567987_106568286_-@ARGLU1_ENSMUST00000207817.1:Arglu1	182	205	781	804	24	0.70833	45	158	72	757	72	0.67361	-9.85	0.000162	0.00085
3676	ENSMUST00000184554.7	chr1_1778299_1778598_-@NADK_ENSMUST00000146080.7:Nadk	79	94	139	154	16	0.6875	42	63	48	123	48	0.80208	-9.84	0.004	0.00907
3677	ENSMUST00000184554.7	chr5_172454346_172454645_-@SH3PXD2B_ENSMUST00000138771.1:Sh3pxd2b	128	143	190	205	16	0.75	36	112	48	174	48	0.80208	-9.84	9.65e-06	0.000118
3678	ENSMUST00000184554.7	chr9_92764683_92764982_-@BICD2_ENSMUST00000110085.10:Bicd2	184	196	328	340	13	0.84615	37	171	39	315	39	0.74359	-9.84	0.00629	0.0128
3679	ENSMUST00000184554.7	chr9_35815021_35815191_-@HINT2_ENSMUST00000151238.7:Hint2	98	115	715	732	18	0.72222	41	80	54	697	54	0.75926	-9.83	0.000289	0.00128
3680	ENSMUST00000184554.7	chr20_62937900_62938098_+@GID8_ENSMUST00000029090.8:Gid8	120	143	154	177	24	0.66667	37	96	72	130	72	0.80556	-9.83	1.33e-05	0.000148
3681	ENSMUST00000184554.7	chr20_63215981_63216280_-@YTHDF1_ENSMUST00000037299.14:Ythdf1	36	73	775	813	39	0.69231	52	1	112	736	117	0.81659	-9.83	2.55e-05	0.000231
3682	ENSMUST00000184554.7	chr3_184155252_184155467_+@DVL3_ENSMUST00000171572.8:Dvl3	34	49	468	483	16	0.75	38	18	48	452	48	0.77083	-9.83	2.29e-05	0.000212
3683	ENSMUST00000184554.7	chr12_57846561_57846827_-@CTDSP2_ENSMUST00000219917.1:Ctdsp2	85	103	393	411	19	0.68421	37	66	57	374	57	0.83333	-9.83	9.12e-06	0.000115
3684	ENSMUST00000184554.7	chr1_183472456_183472656_+@SMG7_ENSMUST00000073441.12:Smg7	125	143	918	936	19	0.78947	48	106	57	899	57	0.7807	-9.83	6.02e-06	8.52e-05
3685	ENSMUST00000184554.7	chr9_130043194_130043369_-@FNBP1_ENSMUST00000113562.8:Fnbp1	178	191	310	323	14	0.78571	36	164	42	296	42	0.65476	-9.83	1.53e-05	0.00016
3686	ENSMUST00000184554.7	chr20_58692650_58692837_+@NPEPL1_ENSMUST00000044415.15:Npepl1	102	112	884	894	11	0.81818	36	91	33	873	33	0.75758	-9.82	1.26e-06	3.07e-05
3687	ENSMUST00000184554.7	chr9_130835131_130835430_+@ABL1_ENSMUST00000028190.12:Abl1	184	198	348	362	15	0.8	47	169	45	333	45	0.63333	-9.82	0.000639	0.00226
3688	ENSMUST00000184554.7	chr17_75405524_75405823_-@GRB2_ENSMUST00000106495.7:Grb2	171	193	684	706	23	0.69565	36	148	69	661	69	0.76087	-9.82	2.17e-08	1.8e-06
3689	ENSMUST00000184554.7	chr10_13348132_13348255_-@SEPHS1_ENSMUST00000115019.1:Sephs1	62	99	257	294	38	0.60526	44	24	114	219	114	0.84211	-9.82	2.31e-06	4.57e-05
3690	ENSMUST00000184554.7	chr10_128126221_128126397_-@MKI67_ENSMUST00000033310.8:Mki67	122	139	964	981	18	0.72222	41	104	54	946	54	0.7963	-9.82	0.00668	0.0134
3691	ENSMUST00000184554.7	chr16_2752528_2752827_+@SRRM2_ENSMUST00000233636.1:Srrm2	108	134	538	564	27	0.62963	41	81	81	511	81	0.7716	-9.82	0.00193	0.00506
3692	ENSMUST00000184554.7	chr20_58692650_58692837_+@NPEPL1_ENSMUST00000044415.15:Npepl1	18	45	449	477	29	0.72414	39	1	74	420	87	0.7764	-9.81	1.26e-06	3.07e-05
3693	ENSMUST00000184554.7	chr3_49411823_49412033_-@RHOA_ENSMUST00000193619.1:Rhoa	35	48	379	392	14	0.85714	41	21	42	365	42	0.79762	-9.81	1.39e-05	0.000151
3694	ENSMUST00000184554.7	chr19_49876496_49876795_-@AKT1S1_ENSMUST00000208384.1:Akt1s1	35	50	2	17	16	0.75	50	19	48	1	33	0.76543	-9.81	0.00115	0.00351
3695	ENSMUST00000184554.7	chr12_108731368_108731667_-@CORO1C_ENSMUST00000171630.1:Coro1c	137	145	453	461	9	1	36	128	27	444	27	0.81481	-9.81	4.84e-05	0.000358
3696	ENSMUST00000184554.7	chr5_79513979_79514261_-@HOMER1_ENSMUST00000109493.8:Homer1	112	123	169	180	12	0.91667	43	100	36	157	36	0.79167	-9.81	0.000475	0.00182
3697	ENSMUST00000184554.7	chr12_123584402_123584701_+@TMED2_ENSMUST00000200031.1:Tmed2	94	104	374	384	11	0.81818	38	83	33	363	33	0.77273	-9.81	0.00013	0.000716
3698	ENSMUST00000184554.7	chr9_13279626_13279829_-@MPDZ_ENSMUST00000107262.7:Mpdz	102	120	977	995	19	0.84211	49	83	57	958	43	0.83	-9.81	1.17e-05	0.000135
3699	ENSMUST00000184554.7	chr1_117929600_117929770_-@GDAP2_ENSMUST00000106997.1:Gdap2	18	37	187	206	20	0.7	39	1	57	167	60	0.78632	-9.81	4.54e-05	0.000345
3700	ENSMUST00000184554.7	chr3_47163834_47164048_-@SETD2_ENSMUST00000153838.7:Setd2	11	24	169	182	14	0.78571	38	1	38	155	42	0.725	-9.81	4.85e-06	7.08e-05
3701	ENSMUST00000184554.7	chr1_150579460_150579759_-@MCL1_ENSMUST00000178686.1:Mcl1	32	45	619	632	14	0.78571	38	18	42	605	42	0.80952	-9.81	1.2e-06	3.07e-05
3702	ENSMUST00000184554.7	chr22_49827858_49828022_-@BRD1_ENSMUST00000088911.3:Brd1	190	208	909	927	19	0.73684	45	171	57	890	57	0.73684	-9.81	2.05e-12	2.63e-09
3703	ENSMUST00000184554.7	chr9_127899624_127899792_-@ST6GALNAC6_ENSMUST00000095045.8:St6galnac6	179	194	38	53	16	0.8125	37	163	48	22	48	0.75	-9.8	0.000948	0.00309
3704	ENSMUST00000184554.7	chr5_172454346_172454645_-@SH3PXD2B_ENSMUST00000138771.1:Sh3pxd2b	25	45	717	737	21	0.66667	38	4	63	696	63	0.70635	-9.8	9.65e-06	0.000118
3705	ENSMUST00000184554.7	chr22_38272855_38273019_-@TMEM184B_ENSMUST00000231076.1:Tmem184b	35	47	849	861	13	0.92308	40	22	39	836	39	0.83333	-9.8	0.00401	0.00909
3706	ENSMUST00000184554.7	chr5_95961696_95961995_-@ELL2_ENSMUST00000221432.1:Ell2	120	129	333	342	10	1	40	110	30	323	30	0.78333	-9.8	0.000209	0.00103
3707	ENSMUST00000184554.7	chr17_75182809_75183108_-@SUMO2_ENSMUST00000140844.1:Sumo2	30	48	726	744	19	0.89474	61	11	57	707	57	0.84211	-9.8	1.93e-06	4.2e-05
3708	ENSMUST00000184554.7	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13	191	201	429	439	11	0.81818	38	180	33	418	33	0.75758	-9.8	3.01e-05	0.000262
3709	ENSMUST00000184554.7	chr1_167721832_167722131_+@MPZL1_ENSMUST00000193910.5:Mpzl1	184	194	939	949	11	0.90909	39	173	33	928	33	0.75758	-9.8	3.34e-05	0.000279
3710	ENSMUST00000184554.7	chr22_38273020_38273183_-@TMEM184B_ENSMUST00000229003.1:Tmem184b	35	47	812	824	13	0.92308	40	22	39	799	39	0.83333	-9.8	0.00116	0.00354
3711	ENSMUST00000184554.7	chr14_58637842_58638141_+@DACT1_ENSMUST00000150639.1:Dact1	33	42	663	672	10	1	38	23	30	653	30	0.8	-9.8	0.000343	0.00143
3712	ENSMUST00000184554.7	chr8_95133647_95133856_+@PLEKHF2_ENSMUST00000054776.3:Plekhf2	121	136	921	936	16	0.6875	40	105	48	905	48	0.83333	-9.8	8.47e-06	0.000111
3713	ENSMUST00000184554.7	chr18_24426520_24426686_+@IMPACT_ENSMUST00000234369.1:Impact	77	96	908	927	20	0.7	44	57	60	888	60	0.70833	-9.79	0.00577	0.0121
3714	ENSMUST00000184554.7	chr3_49166171_49166470_-@CCDC71_ENSMUST00000193269.1:Ccdc71	104	123	108	127	20	0.65	43	84	60	88	60	0.79167	-9.79	0.00276	0.00675
3715	ENSMUST00000184554.7	chr1_156751683_156751865_-@MRPL24_ENSMUST00000005017.14:Hdgf	41	62	402	423	22	0.77273	50	19	66	380	66	0.80303	-9.79	0.00107	0.00334
3716	ENSMUST00000184554.7	chr20_45833753_45833979_+@SNX21_ENSMUST00000174070.7:Snx21	103	136	96	129	34	0.67647	45	69	102	62	102	0.79412	-9.79	0.00196	0.00513
3717	ENSMUST00000184554.7	chr17_44199715_44199989_-@ATXN7L3_ENSMUST00000107132.2:Atxn7l3	37	50	719	732	14	0.85714	36	23	42	705	42	0.89286	-9.79	0.000375	0.00151
3718	ENSMUST00000184554.7	chr11_61827956_61828203_+@FADS2_ENSMUST00000025567.8:Fads2	116	145	707	739	33	0.72727	49	83	96	674	99	0.7641	-9.79	0.000166	0.000855
3719	ENSMUST00000184554.7	chr2_25341775_25342074_-@DNMT3A_ENSMUST00000174817.7:Dnmt3a	55	67	384	396	13	0.76923	36	42	39	371	39	0.85897	-9.78	1.2e-05	0.000136
3720	ENSMUST00000184554.7	chr10_87863483_87863782_+@PTEN_ENSMUST00000140014.1:Pten	78	105	187	215	29	0.72414	43	49	86	158	87	0.83815	-9.78	0.000148	0.000796
3721	ENSMUST00000184554.7	chr12_121803879_121804178_+@SETD1B_ENSMUST00000100731.8:Setd1b	182	195	796	809	14	0.85714	36	168	42	782	42	0.7619	-9.77	4.01e-05	0.000318
3722	ENSMUST00000184554.7	chr18_26548400_26548699_-@KCTD1_ENSMUST00000168989.8:Kctd1	99	114	618	633	16	0.75	36	83	48	602	48	0.8125	-9.77	0.000292	0.00128
3723	ENSMUST00000184554.7	chr18_26548971_26549270_-@KCTD1_ENSMUST00000234864.1:Kctd1	99	114	138	153	16	0.75	36	83	48	122	48	0.8125	-9.77	1.75e-05	0.000171
3724	ENSMUST00000184554.7	chr2_190881216_190881391_+@GLS_ENSMUST00000142976.1:Gls	36	50	741	755	15	0.8	37	21	45	726	45	0.82222	-9.77	0.00142	0.00411
3725	ENSMUST00000184554.7	chr7_74083654_74083953_+@LIMK1_ENSMUST00000132027.1:Limk1	36	50	693	707	15	0.86667	38	21	45	678	45	0.81111	-9.77	0.00581	0.0121
3726	ENSMUST00000184554.7	chr8_21919517_21919707_+@XPO7_ENSMUST00000167242.7:Xpo7	25	35	374	384	11	0.81818	36	14	33	363	33	0.78788	-9.77	0.00107	0.00334
3727	ENSMUST00000184554.7	chr16_29926065_29926364_-@KCTD13_ENSMUST00000032924.5:Kctd13	132	145	201	214	14	0.78571	40	118	42	187	42	0.80952	-9.77	0.00169	0.00459
3728	ENSMUST00000184554.7	chr12_29381000_29381299_-@ERGIC2_ENSMUST00000148437.7:Ergic2	173	207	839	872	35	0.71429	38	138	105	804	104	0.69856	-9.77	0.00046	0.00178
3729	ENSMUST00000184554.7	chr20_3173378_3173677_-@LZTS3_ENSMUST00000045761.6:Lzts3	116	143	713	740	28	0.71429	39	88	84	685	84	0.7619	-9.77	0.0029	0.00698
3730	ENSMUST00000184554.7	chr12_67648610_67648909_+@DYRK2_ENSMUST00000004281.9:Dyrk2	68	85	683	700	18	0.83333	49	50	54	665	54	0.81481	-9.77	1.38e-06	3.28e-05
3731	ENSMUST00000184554.7	chr16_88706238_88706537_-@RNF166_ENSMUST00000014614.3:Rnf166	20	34	612	626	15	0.86667	40	5	45	597	45	0.83333	-9.77	1.25e-06	3.07e-05
3732	ENSMUST00000184554.7	chr13_44373750_44374001_+@SERP2_ENSMUST00000227957.1:Serp2	35	49	865	879	15	0.86667	40	20	45	850	45	0.88889	-9.76	0.00928	0.0173
3733	ENSMUST00000184554.7	chr16_2009617_2009790_-@ZNF598_ENSMUST00000047179.6:Zfp598	32	47	363	378	16	0.8125	39	16	48	347	48	0.79167	-9.76	0.00107	0.00334
3734	ENSMUST00000184554.7	chr1_224434644_224434943_-@WDR26_ENSMUST00000162819.8:Wdr26	189	202	836	849	14	0.85714	41	175	42	822	42	0.79762	-9.76	1.25e-06	3.07e-05
