name1	name2	siteStart1	siteEnd1	siteStart2	siteEnd2	siteLen	siteCmpl	siteScore	regStart1	regLen1	regStart2	regLen2	regGC	deltaG	Pvalue	Padj	key
6874	ENSMUST00000184554.7	chr4_10116849_10117021_-@WDR1_ENSMUST00000201260.3:Wdr1	188	200	312	324	13	0.69231	40	175	39	299	39	0.73077	-8.65	2.76e-05	0.000267	chr4_10116849_10117021_-@WDR1_ENSMUST00000201260.3:Wdr1 188
6875	ENSMUST00000184554.7	chr2_84971255_84971497_+@KCMF1_ENSMUST00000206378.1:Kcmf1	183	198	945	960	16	0.875	49	167	48	929	48	0.70833	-8.65	1.08e-07	7.25e-06	chr2_84971255_84971497_+@KCMF1_ENSMUST00000206378.1:Kcmf1 183
6876	ENSMUST00000184554.7	chr10_116272859_116273101_-@GFRA1_ENSMUST00000135730.1:Gfra1	77	88	187	198	12	0.66667	36	65	36	175	36	0.75	-8.65	0.000338	0.00153	chr10_116272859_116273101_-@GFRA1_ENSMUST00000135730.1:Gfra1 77
6877	ENSMUST00000184554.7	chr10_134894_135136_+@ZMYND11_ENSMUST00000223421.1:Zmynd11	35	47	423	435	13	0.84615	37	22	39	410	39	0.88462	-8.65	2.26e-09	6.73e-07	chr10_134894_135136_+@ZMYND11_ENSMUST00000223421.1:Zmynd11 35
6878	ENSMUST00000184554.7	chr5_177426533_177426708_+@GRK6_ENSMUST00000224995.1:Grk6	22	50	96	125	30	0.7	44	1	80	66	90	0.84118	-8.65	0.00163	0.00466	chr5_177426533_177426708_+@GRK6_ENSMUST00000224995.1:Grk6 22
6879	ENSMUST00000184554.7	chr14_31207737_31207942_-@HECTD1_ENSMUST00000042052.8:Hectd1	90	105	199	214	16	0.75	45	74	48	183	48	0.82292	-8.64	0.00169	0.00479	chr14_31207737_31207942_-@HECTD1_ENSMUST00000042052.8:Hectd1 90
6880	ENSMUST00000184554.7	chr11_59668880_59669087_-@PATL1_ENSMUST00000238190.1:Patl1	3	18	196	211	16	0.8125	37	1	34	180	48	0.69512	-8.64	3.75e-05	0.000338	chr11_59668880_59669087_-@PATL1_ENSMUST00000238190.1:Patl1 3
6881	ENSMUST00000184554.7	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3	81	97	221	237	17	0.76471	38	64	51	204	51	0.79412	-8.64	4.39e-09	8.07e-07	chr1_20787157_20787456_-@HP1BP3_ENSMUST00000105825.7:Hp1bp3 81
6882	ENSMUST00000184554.7	chr19_3700318_3700617_-@PIP5K1C_ENSMUST00000045469.14:Pip5k1c	181	197	203	219	17	0.70588	39	164	51	186	51	0.71569	-8.64	0.000267	0.00129	chr19_3700318_3700617_-@PIP5K1C_ENSMUST00000045469.14:Pip5k1c 181
6883	ENSMUST00000184554.7	chr17_75405524_75405823_-@GRB2_ENSMUST00000106495.7:Grb2	68	83	236	251	16	0.8125	46	52	48	220	48	0.73958	-8.64	4.05e-08	3.7e-06	chr17_75405524_75405823_-@GRB2_ENSMUST00000106495.7:Grb2 68
6884	ENSMUST00000184554.7	chr4_2041906_2042144_+@C4orf48_ENSMUST00000114382.1:Gm1673	62	80	287	305	19	0.78947	46	43	57	268	57	0.76316	-8.64	0.0078	0.0153	chr4_2041906_2042144_+@C4orf48_ENSMUST00000114382.1:Gm1673 62
6885	ENSMUST00000184554.7	chr2_96869323_96869554_-@SEMA4C_ENSMUST00000191642.5:Sema4c	119	140	441	462	22	0.63636	36	97	66	419	66	0.7197	-8.64	0.00441	0.00987	chr2_96869323_96869554_-@SEMA4C_ENSMUST00000191642.5:Sema4c 119
6886	ENSMUST00000184554.7	chr14_31207376_31207602_-@HECTD1_ENSMUST00000217804.1:Hectd1	90	105	417	432	16	0.75	45	74	48	401	48	0.82292	-8.64	0.00121	0.00376	chr14_31207376_31207602_-@HECTD1_ENSMUST00000217804.1:Hectd1 90
6887	ENSMUST00000184554.7	chr3_57227616_57227818_+@APPL1_ENSMUST00000224406.1:Appl1	56	66	824	834	11	0.90909	39	45	33	813	33	0.80303	-8.64	1.57e-05	0.00018	chr3_57227616_57227818_+@APPL1_ENSMUST00000224406.1:Appl1 56
6888	ENSMUST00000184554.7	chr1_75724605_75724904_+@ACADM_ENSMUST00000137161.1:Acadm	33	43	667	677	11	0.81818	36	22	33	656	33	0.72727	-8.64	0.00578	0.0121	chr1_75724605_75724904_+@ACADM_ENSMUST00000137161.1:Acadm 33
6889	ENSMUST00000184554.7	chr2_74529589_74529724_-@AUP1_ENSMUST00000203180.1:Aup1	181	194	207	220	14	0.85714	41	167	42	193	42	0.72619	-8.64	0.00454	0.0101	chr2_74529589_74529724_-@AUP1_ENSMUST00000203180.1:Aup1 181
6890	ENSMUST00000184554.7	chr1_2391692_2391991_+@RER1_ENSMUST00000149796.1:Rer1	92	103	619	630	12	0.91667	36	80	36	607	36	0.875	-8.64	2.1e-06	4.51e-05	chr1_2391692_2391991_+@RER1_ENSMUST00000149796.1:Rer1 92
6891	ENSMUST00000184554.7	chr3_149657875_149658127_-@WWTR1_ENSMUST00000029380.13:Wwtr1	19	46	695	722	28	0.71429	53	1	74	667	84	0.75949	-8.64	0.000291	0.00137	chr3_149657875_149658127_-@WWTR1_ENSMUST00000029380.13:Wwtr1 19
6892	ENSMUST00000184554.7	chr18_9913879_9914139_+@VAPA_ENSMUST00000024897.9:Vapa	62	72	421	431	11	0.90909	39	51	33	410	33	0.81818	-8.63	9.27e-07	2.76e-05	chr18_9913879_9914139_+@VAPA_ENSMUST00000024897.9:Vapa 62
6893	ENSMUST00000184554.7	chr14_81220917_81221108_-@GTF2A1_ENSMUST00000021345.13:Gtf2a1	117	126	289	298	10	1	40	107	30	279	30	0.88333	-8.63	0.000156	0.000869	chr14_81220917_81221108_-@GTF2A1_ENSMUST00000021345.13:Gtf2a1 117
6894	ENSMUST00000184554.7	chr11_94128726_94129010_+@PANX1_ENSMUST00000164273.8:Panx1	67	93	603	630	28	0.64286	49	39	83	575	84	0.82036	-8.63	0.000108	0.000679	chr11_94128726_94129010_+@PANX1_ENSMUST00000164273.8:Panx1 67
6895	ENSMUST00000184554.7	chr12_67269208_67269499_+@CAND1_ENSMUST00000020315.12:Cand1	13	37	692	715	25	0.72	37	1	62	667	74	0.80882	-8.63	0.0051	0.011	chr12_67269208_67269499_+@CAND1_ENSMUST00000020315.12:Cand1 13
6896	ENSMUST00000184554.7	chr18_80109156_80109427_+@ADNP2_ENSMUST00000066743.10:Adnp2	143	153	829	839	11	0.81818	36	132	33	818	33	0.78788	-8.63	0.000149	0.000836	chr18_80109156_80109427_+@ADNP2_ENSMUST00000066743.10:Adnp2 143
6897	ENSMUST00000184554.7	chr10_73495866_73496165_-@PPP3CB_ENSMUST00000161989.1:Ppp3cb	4	24	859	879	21	0.7619	37	1	45	838	63	0.80556	-8.63	0.00183	0.00507	chr10_73495866_73496165_-@PPP3CB_ENSMUST00000161989.1:Ppp3cb 4
6898	ENSMUST00000184554.7	chr20_62143374_62143543_-@PSMA7_ENSMUST00000029082.8:Psma7	33	48	663	677	16	0.875	37	17	48	647	47	0.77895	-8.63	0.00034	0.00153	chr20_62143374_62143543_-@PSMA7_ENSMUST00000029082.8:Psma7 33
6899	ENSMUST00000184554.7	chr5_180071984_180072283_-@RNF130_ENSMUST00000054684.13:Rnf130	44	63	225	244	20	0.7	41	24	60	205	60	0.79167	-8.63	6.68e-07	2.32e-05	chr5_180071984_180072283_-@RNF130_ENSMUST00000054684.13:Rnf130 44
6900	ENSMUST00000184554.7	chr17_49708046_49708319_-@SLC35B1_ENSMUST00000146556.1:Slc35b1	79	101	187	209	23	0.6087	42	56	69	164	69	0.75362	-8.63	0.00264	0.00669	chr17_49708046_49708319_-@SLC35B1_ENSMUST00000146556.1:Slc35b1 79
6901	ENSMUST00000184554.7	chr12_120687031_120687304_+@MLEC_ENSMUST00000112121.5:Mlec	12	26	523	537	15	0.66667	36	1	41	508	45	0.7093	-8.63	0.000582	0.00223	chr12_120687031_120687304_+@MLEC_ENSMUST00000112121.5:Mlec 12
6902	ENSMUST00000184554.7	chr5_180071578_180071877_-@RNF130_ENSMUST00000102776.4:Rnf130	44	63	223	242	20	0.7	41	24	60	203	60	0.79167	-8.63	7.1e-07	2.41e-05	chr5_180071578_180071877_-@RNF130_ENSMUST00000102776.4:Rnf130 44
6903	ENSMUST00000184554.7	chr13_21459118_21459417_-@ZDHHC20_ENSMUST00000225955.1:Zdhhc20	56	66	661	671	11	0.81818	36	45	33	650	33	0.75758	-8.63	0.00358	0.00836	chr13_21459118_21459417_-@ZDHHC20_ENSMUST00000225955.1:Zdhhc20 56
6904	ENSMUST00000184554.7	chr16_2251437_2251664_-@ECI1_ENSMUST00000234731.1:Eci1	136	150	499	513	15	0.73333	39	121	45	484	45	0.65556	-8.63	0.00454	0.0101	chr16_2251437_2251664_-@ECI1_ENSMUST00000234731.1:Eci1 136
6905	ENSMUST00000184554.7	chr1_64966399_64966698_-@JAK1_ENSMUST00000132292.1:Jak1	80	103	958	981	24	0.66667	37	56	72	934	67	0.80576	-8.63	4.79e-07	1.75e-05	chr1_64966399_64966698_-@JAK1_ENSMUST00000132292.1:Jak1 80
6906	ENSMUST00000184554.7	chr14_92794178_92794477_+@GOLGA5_ENSMUST00000021609.9:Golga5	55	65	186	196	11	0.81818	38	44	33	175	33	0.81818	-8.63	4.07e-06	7.18e-05	chr14_92794178_92794477_+@GOLGA5_ENSMUST00000021609.9:Golga5 55
6907	ENSMUST00000184554.7	chr19_55675078_55675238_+@EPN1_ENSMUST00000153169.1:Epn1	8	49	414	455	42	0.45238	37	1	91	372	126	0.63594	-8.62	4.79e-06	7.96e-05	chr19_55675078_55675238_+@EPN1_ENSMUST00000153169.1:Epn1 8
6908	ENSMUST00000184554.7	chr12_2794844_2795143_+@FKBP4_ENSMUST00000139448.6:Fkbp4	191	206	912	927	16	0.75	38	175	48	896	48	0.72917	-8.62	0.000667	0.00247	chr12_2794844_2795143_+@FKBP4_ENSMUST00000139448.6:Fkbp4 191
6909	ENSMUST00000184554.7	chr1_23019318_23019617_+@KDM1A_ENSMUST00000105847.7:Kdm1a	14	28	627	641	15	0.73333	41	1	43	612	45	0.84091	-8.62	3.93e-08	3.7e-06	chr1_23019318_23019617_+@KDM1A_ENSMUST00000105847.7:Kdm1a 14
6910	ENSMUST00000184554.7	chr4_17512077_17512148_-@QDPR_ENSMUST00000197946.4:Qdpr	21	39	923	941	19	0.78947	36	2	57	904	57	0.80702	-8.62	0.000452	0.00187	chr4_17512077_17512148_-@QDPR_ENSMUST00000197946.4:Qdpr 21
6911	ENSMUST00000184554.7	chr5_115626097_115626147_-@TMED7_ENSMUST00000151189.1:Tmed7	90	106	784	800	17	0.76471	40	73	51	767	51	0.83333	-8.62	0.000251	0.00123	chr5_115626097_115626147_-@TMED7_ENSMUST00000151189.1:Tmed7 90
6912	ENSMUST00000184554.7	chr19_55675078_55675238_+@EPN1_ENSMUST00000153169.1:Epn1	18	45	30	57	28	0.71429	46	1	73	2	84	0.84713	-8.61	4.79e-06	7.96e-05	chr19_55675078_55675238_+@EPN1_ENSMUST00000153169.1:Epn1 18
6913	ENSMUST00000184554.7	chr12_6689176_6689408_-@ZNF384_ENSMUST00000112427.7:Zfp384	182	196	159	173	15	0.86667	38	167	45	144	45	0.75556	-8.61	1.07e-05	0.000134	chr12_6689176_6689408_-@ZNF384_ENSMUST00000112427.7:Zfp384 182
6914	ENSMUST00000184554.7	chr7_87220389_87220558_-@TMEM243_ENSMUST00000115365.2:Tmem243	108	120	205	217	13	0.76923	43	95	39	192	39	0.82051	-8.61	0.00276	0.00694	chr7_87220389_87220558_-@TMEM243_ENSMUST00000115365.2:Tmem243 108
6915	ENSMUST00000184554.7	chr1_8026159_8026458_-@ERRFI1_ENSMUST00000128640.7:Errfi1	173	193	329	349	21	0.7619	37	152	63	308	63	0.75397	-8.61	2.36e-06	4.88e-05	chr1_8026159_8026458_-@ERRFI1_ENSMUST00000128640.7:Errfi1 173
6916	ENSMUST00000184554.7	chr9_36400743_36400932_-@RNF38_ENSMUST00000129621.1:Rnf38	133	153	567	587	21	0.71429	38	112	63	546	63	0.77778	-8.61	0.00333	0.00794	chr9_36400743_36400932_-@RNF38_ENSMUST00000129621.1:Rnf38 133
6917	ENSMUST00000184554.7	chr19_17245781_17246068_-@NR2F6_ENSMUST00000132630.1:Nr2f6	181	198	690	706	18	0.83333	37	163	54	672	53	0.71028	-8.61	2.25e-05	0.000231	chr19_17245781_17246068_-@NR2F6_ENSMUST00000132630.1:Nr2f6 181
6918	ENSMUST00000184554.7	chr20_62143374_62143543_-@PSMA7_ENSMUST00000029082.8:Psma7	185	201	681	697	17	0.76471	42	168	51	664	51	0.72549	-8.61	0.00034	0.00153	chr20_62143374_62143543_-@PSMA7_ENSMUST00000029082.8:Psma7 185
6919	ENSMUST00000184554.7	chr4_176792411_176792660_-@VEGFC_ENSMUST00000209703.1:Vegfc	35	49	30	44	15	0.86667	45	20	45	15	45	0.81111	-8.61	4.11e-05	0.000355	chr4_176792411_176792660_-@VEGFC_ENSMUST00000209703.1:Vegfc 35
6920	ENSMUST00000184554.7	chr8_144094927_144095226_+@CYC1_ENSMUST00000230706.1:Cyc1	18	37	563	582	20	0.65	45	1	57	543	60	0.75214	-8.61	4.01e-05	0.000353	chr8_144094927_144095226_+@CYC1_ENSMUST00000230706.1:Cyc1 18
6921	ENSMUST00000184554.7	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13	125	143	67	85	19	0.73684	45	106	57	48	57	0.80702	-8.61	3.01e-05	0.000288	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13 125
6922	ENSMUST00000184554.7	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13	116	133	13	30	18	0.83333	40	98	54	1	48	0.85294	-8.61	3.01e-05	0.000288	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13 116
6923	ENSMUST00000184554.7	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13	134	145	251	262	12	0.66667	36	122	36	239	36	0.69444	-8.61	3.01e-05	0.000288	chr17_65056673_65056751_-@GNA13_ENSMUST00000020930.13:Gna13 134
6924	ENSMUST00000184554.7	chr12_109052444_109052743_+@USP30_ENSMUST00000200119.2:Usp30	126	139	286	299	14	0.85714	41	112	42	272	42	0.82143	-8.61	0.000754	0.00271	chr12_109052444_109052743_+@USP30_ENSMUST00000200119.2:Usp30 126
6925	ENSMUST00000184554.7	chr1_181022719_181023018_-@STX6_ENSMUST00000191769.1:Stx6	11	26	138	153	16	0.75	36	1	42	122	48	0.74444	-8.61	0.00035	0.00156	chr1_181022719_181023018_-@STX6_ENSMUST00000191769.1:Stx6 11
6926	ENSMUST00000184554.7	chr11_72223796_72224043_+@INPPL1_ENSMUST00000185929.1:Inppl1	181	197	134	150	17	0.82353	38	164	51	117	51	0.72549	-8.6	0.00827	0.016	chr11_72223796_72224043_+@INPPL1_ENSMUST00000185929.1:Inppl1 181
6927	ENSMUST00000184554.7	chr8_54022137_54022357_-@TCEA1_ENSMUST00000081551.13:Tcea1	98	112	53	67	15	0.8	42	83	45	38	45	0.78889	-8.6	5.46e-06	8.82e-05	chr8_54022137_54022357_-@TCEA1_ENSMUST00000081551.13:Tcea1 98
6928	ENSMUST00000184554.7	chrX_119574550_119574712_+@UBE2A_ENSMUST00000201117.3:Ube2a	122	154	205	236	33	0.60606	46	89	99	172	98	0.80203	-8.6	0.000187	0.000992	chrX_119574550_119574712_+@UBE2A_ENSMUST00000201117.3:Ube2a 122
6929	ENSMUST00000184554.7	chr2_11344486_11344785_-@ROCK2_ENSMUST00000020904.7:Rock2	22	57	95	130	36	0.69444	39	1	93	59	108	0.83582	-8.6	2.46e-06	4.93e-05	chr2_11344486_11344785_-@ROCK2_ENSMUST00000020904.7:Rock2 22
6930	ENSMUST00000184554.7	chr18_500551_500850_-@COLEC12_ENSMUST00000234149.1:Colec12	141	150	172	181	10	1	38	131	30	162	30	0.8	-8.6	7.47e-05	0.000521	chr18_500551_500850_-@COLEC12_ENSMUST00000234149.1:Colec12 141
6931	ENSMUST00000184554.7	chr16_57536418_57536717_-@CCDC102A_ENSMUST00000077955.5:Ccdc102a	27	46	645	665	21	0.80952	37	6	62	624	63	0.808	-8.6	9e-04	0.00308	chr16_57536418_57536717_-@CCDC102A_ENSMUST00000077955.5:Ccdc102a 27
6932	ENSMUST00000184554.7	chr4_139453702_139454000_+@RAB33B_ENSMUST00000054387.7:Rab33b	23	33	333	343	11	0.81818	36	12	33	322	33	0.80303	-8.6	1.47e-05	0.000174	chr4_139453702_139454000_+@RAB33B_ENSMUST00000054387.7:Rab33b 23
6933	ENSMUST00000184554.7	chr1_37793969_37794238_+@MANEAL_ENSMUST00000064444.7:Maneal	126	141	659	674	16	0.8125	46	110	48	643	48	0.70833	-8.6	0.00717	0.0143	chr1_37793969_37794238_+@MANEAL_ENSMUST00000064444.7:Maneal 126
6934	ENSMUST00000184554.7	chr10_62804570_62804803_+@ADO_ENSMUST00000075686.6:Ado	74	111	712	752	41	0.68293	41	33	120	671	123	0.80658	-8.59	0.00143	0.00425	chr10_62804570_62804803_+@ADO_ENSMUST00000075686.6:Ado 74
6935	ENSMUST00000184554.7	chr9_83707820_83708093_-@UBQLN1_ENSMUST00000076454.7:Ubqln1	41	49	534	542	9	1	36	32	27	525	27	0.88889	-8.59	6.43e-07	2.27e-05	chr9_83707820_83708093_-@UBQLN1_ENSMUST00000076454.7:Ubqln1 41
6936	ENSMUST00000184554.7	chr15_58987516_58987680_+@RNF111_ENSMUST00000034739.11:Rnf111	31	63	359	391	33	0.72727	49	1	96	326	99	0.75897	-8.59	1.57e-06	3.89e-05	chr15_58987516_58987680_+@RNF111_ENSMUST00000034739.11:Rnf111 31
6937	ENSMUST00000184554.7	chr5_179806859_179807043_+@SQSTM1_ENSMUST00000041725.13:Mgat4b	117	133	927	943	17	0.76471	42	100	51	910	51	0.83333	-8.59	0.00354	0.00832	chr5_179806859_179807043_+@SQSTM1_ENSMUST00000041725.13:Mgat4b 117
6938	ENSMUST00000184554.7	chr15_58987681_58987844_+@RNF111_ENSMUST00000213694.1:Rnf111	31	63	360	392	33	0.72727	49	1	96	327	99	0.75897	-8.59	6.37e-06	9.7e-05	chr15_58987681_58987844_+@RNF111_ENSMUST00000213694.1:Rnf111 31
6939	ENSMUST00000184554.7	chr1_32291799_32292026_+@HDAC1_ENSMUST00000102597.4:Hdac1	178	196	963	981	19	0.73684	36	159	57	944	57	0.74561	-8.59	1.12e-05	0.000139	chr1_32291799_32292026_+@HDAC1_ENSMUST00000102597.4:Hdac1 178
6940	ENSMUST00000184554.7	chr1_226739128_226739363_-@ITPKB_ENSMUST00000070181.6:Itpkb	33	48	237	252	16	0.875	42	17	48	221	48	0.78125	-8.59	0.00323	0.00784	chr1_226739128_226739363_-@ITPKB_ENSMUST00000070181.6:Itpkb 33
6941	ENSMUST00000184554.7	chr20_3786590_3786889_-@CENPB_ENSMUST00000089510.4:Cenpb	117	151	390	426	37	0.72973	39	80	109	353	111	0.75455	-8.59	0.00255	0.00651	chr20_3786590_3786889_-@CENPB_ENSMUST00000089510.4:Cenpb 117
6942	ENSMUST00000184554.7	chr6_117675319_117675618_+@NUS1_ENSMUST00000023830.15:Nus1	56	77	137	158	22	0.59091	38	34	66	115	66	0.80303	-8.59	2.18e-05	0.000226	chr6_117675319_117675618_+@NUS1_ENSMUST00000023830.15:Nus1 56
6943	ENSMUST00000184554.7	chr5_176537360_176537551_-@RNF44_ENSMUST00000146931.7:Rnf44	41	49	669	677	9	1	36	32	27	660	27	0.75926	-8.59	0.000878	0.00303	chr5_176537360_176537551_-@RNF44_ENSMUST00000146931.7:Rnf44 41
6944	ENSMUST00000184554.7	chr2_11344486_11344785_-@ROCK2_ENSMUST00000020904.7:Rock2	82	97	93	108	16	0.625	39	66	48	77	48	0.86458	-8.59	2.46e-06	4.93e-05	chr2_11344486_11344785_-@ROCK2_ENSMUST00000020904.7:Rock2 82
6945	ENSMUST00000184554.7	chr14_92794178_92794477_+@GOLGA5_ENSMUST00000021609.9:Golga5	102	112	363	373	11	0.81818	36	91	33	352	33	0.75758	-8.59	4.07e-06	7.18e-05	chr14_92794178_92794477_+@GOLGA5_ENSMUST00000021609.9:Golga5 102
6946	ENSMUST00000184554.7	chr5_141618849_141619148_-@DIAPH1_ENSMUST00000025337.13:Diaph1	57	69	541	553	13	0.84615	37	44	39	528	39	0.82051	-8.58	0.00076	0.00272	chr5_141618849_141619148_-@DIAPH1_ENSMUST00000025337.13:Diaph1 57
6947	ENSMUST00000184554.7	chr6_34392622_34392810_-@NUDT3_ENSMUST00000025050.12:Nudt3	69	84	643	658	16	0.6875	40	53	48	627	48	0.75	-8.58	2.59e-07	1.22e-05	chr6_34392622_34392810_-@NUDT3_ENSMUST00000025050.12:Nudt3 69
6948	ENSMUST00000184554.7	chr16_2969198_2969497_+@PAQR4_ENSMUST00000024702.4:Paqr4	117	137	329	349	21	0.71429	41	96	63	308	63	0.7381	-8.58	0.00917	0.0172	chr16_2969198_2969497_+@PAQR4_ENSMUST00000024702.4:Paqr4 117
6949	ENSMUST00000184554.7	chr2_74465232_74465531_-@MOGS_ENSMUST00000032114.7:Mogs	29	47	241	259	19	0.73684	43	10	57	222	57	0.78947	-8.58	0.000116	0.000718	chr2_74465232_74465531_-@MOGS_ENSMUST00000032114.7:Mogs 29
6950	ENSMUST00000184554.7	chr4_140756224_140756523_-@TBC1D9_ENSMUST00000093393.4:Tbc1d9	38	48	406	416	11	0.90909	39	27	33	395	33	0.87879	-8.58	0.000111	0.000693	chr4_140756224_140756523_-@TBC1D9_ENSMUST00000093393.4:Tbc1d9 38
6951	ENSMUST00000184554.7	chr6_34392483_34392621_-@NUDT3_ENSMUST00000062397.12:Nudt3	69	84	875	890	16	0.6875	40	53	48	859	48	0.75	-8.58	0.000464	0.0019	chr6_34392483_34392621_-@NUDT3_ENSMUST00000062397.12:Nudt3 69
6952	ENSMUST00000184554.7	chr8_70669025_70669324_-@LACTB2_ENSMUST00000027071.6:Lactb2	95	113	727	745	19	0.78947	48	76	57	708	57	0.78947	-8.58	0.00932	0.0174	chr8_70669025_70669324_-@LACTB2_ENSMUST00000027071.6:Lactb2 95
6953	ENSMUST00000184554.7	chr15_78077608_78077836_-@TBC1D2B_ENSMUST00000041767.13:Tbc1d2b	14	36	627	649	23	0.65217	38	1	59	604	69	0.76562	-8.58	0.000254	0.00124	chr15_78077608_78077836_-@TBC1D2B_ENSMUST00000041767.13:Tbc1d2b 14
6954	ENSMUST00000184554.7	chr9_131393956_131394255_+@PRRC2B_ENSMUST00000069817.14:Prrc2b	41	52	446	457	12	0.75	37	29	36	434	36	0.81944	-8.58	0.00794	0.0154	chr9_131393956_131394255_+@PRRC2B_ENSMUST00000069817.14:Prrc2b 41
6955	ENSMUST00000184554.7	chr17_48908257_48908445_+@UBE2Z_ENSMUST00000100528.4:Ube2z	125	143	773	790	19	0.84211	39	106	57	754	56	0.77876	-8.58	1.78e-06	4.25e-05	chr17_48908257_48908445_+@UBE2Z_ENSMUST00000100528.4:Ube2z 125
6956	ENSMUST00000184554.7	chr17_82037547_82037846_-@DCXR_ENSMUST00000122883.1:Dcxr	128	139	285	296	12	0.75	37	116	36	273	36	0.77778	-8.58	0.00161	0.00464	chr17_82037547_82037846_-@DCXR_ENSMUST00000122883.1:Dcxr 128
6957	ENSMUST00000184554.7	chr6_17987485_17987784_-@KIF13A_ENSMUST00000224457.1:Kif13a	187	196	930	939	10	1	38	177	30	920	30	0.8	-8.58	0.00871	0.0165	chr6_17987485_17987784_-@KIF13A_ENSMUST00000224457.1:Kif13a 187
6958	ENSMUST00000184554.7	chr12_27014234_27014533_-@TM7SF3_ENSMUST00000127529.1:Tm7sf3	193	206	969	982	14	0.78571	40	179	42	955	42	0.75	-8.57	0.00107	0.00347	chr12_27014234_27014533_-@TM7SF3_ENSMUST00000127529.1:Tm7sf3 193
6959	ENSMUST00000184554.7	chr7_87220389_87220558_-@TMEM243_ENSMUST00000115365.2:Tmem243	73	85	66	78	13	0.84615	37	60	39	53	39	0.80769	-8.57	0.00276	0.00694	chr7_87220389_87220558_-@TMEM243_ENSMUST00000115365.2:Tmem243 73
6960	ENSMUST00000184554.7	chr11_67505213_67505512_-@PITPNM1_ENSMUST00000131265.7:Pitpnm1	103	116	389	402	14	0.64286	39	89	42	375	42	0.72619	-8.57	0.00221	0.00582	chr11_67505213_67505512_-@PITPNM1_ENSMUST00000131265.7:Pitpnm1 103
6961	ENSMUST00000184554.7	chr3_25783429_25783592_-@NGLY1_ENSMUST00000224154.1:Ngly1	30	48	71	89	19	0.73684	38	11	57	52	57	0.76316	-8.57	1.83e-05	0.000198	chr3_25783429_25783592_-@NGLY1_ENSMUST00000224154.1:Ngly1 30
6962	ENSMUST00000184554.7	chr1_226739128_226739363_-@ITPKB_ENSMUST00000070181.6:Itpkb	88	120	596	629	34	0.64706	44	54	101	562	102	0.81281	-8.57	0.00323	0.00784	chr1_226739128_226739363_-@ITPKB_ENSMUST00000070181.6:Itpkb 88
6963	ENSMUST00000184554.7	chr12_122021734_122021934_+@BCL7A_ENSMUST00000117971.1:Bcl7a	122	137	556	571	16	0.8125	46	106	48	540	48	0.77083	-8.57	0.000446	0.00186	chr12_122021734_122021934_+@BCL7A_ENSMUST00000117971.1:Bcl7a 122
6964	ENSMUST00000184554.7	chr3_12967580_12967879_-@IQSEC1_ENSMUST00000101153.9:Iqsec1	181	194	877	890	14	0.78571	38	167	42	863	42	0.75	-8.57	0.000135	0.000787	chr3_12967580_12967879_-@IQSEC1_ENSMUST00000101153.9:Iqsec1 181
6965	ENSMUST00000184554.7	chr15_40470856_40471155_+@CHST14_ENSMUST00000110837.1:Chst14	189	199	374	384	11	0.81818	36	178	33	363	33	0.72727	-8.57	0.000457	0.00188	chr15_40470856_40471155_+@CHST14_ENSMUST00000110837.1:Chst14 189
6966	ENSMUST00000184554.7	chr20_3786590_3786889_-@CENPB_ENSMUST00000089510.4:Cenpb	64	74	875	885	11	0.81818	38	53	33	864	33	0.87879	-8.57	0.00255	0.00651	chr20_3786590_3786889_-@CENPB_ENSMUST00000089510.4:Cenpb 64
6967	ENSMUST00000184554.7	chr17_44830137_44830436_-@GJC1_ENSMUST00000068933.11:Gjc1	122	140	333	351	19	0.78947	41	103	57	314	57	0.79825	-8.57	7.47e-10	5.19e-07	chr17_44830137_44830436_-@GJC1_ENSMUST00000068933.11:Gjc1 122
6968	ENSMUST00000184554.7	chr13_113584526_113584714_+@TFDP1_ENSMUST00000210501.1:Tfdp1	78	89	29	40	12	0.75	39	66	36	17	36	0.81944	-8.57	1.19e-07	7.73e-06	chr13_113584526_113584714_+@TFDP1_ENSMUST00000210501.1:Tfdp1 78
6969	ENSMUST00000184554.7	chr5_95961696_95961995_-@ELL2_ENSMUST00000221432.1:Ell2	5	28	213	236	24	0.75	48	1	52	189	72	0.82258	-8.57	0.000209	0.00108	chr5_95961696_95961995_-@ELL2_ENSMUST00000221432.1:Ell2 5
6970	ENSMUST00000184554.7	chr10_62804570_62804803_+@ADO_ENSMUST00000075686.6:Ado	18	38	395	415	21	0.71429	36	1	59	374	63	0.7459	-8.56	0.00143	0.00425	chr10_62804570_62804803_+@ADO_ENSMUST00000075686.6:Ado 18
6971	ENSMUST00000184554.7	chr2_24360370_24360649_-@ITSN2_ENSMUST00000218072.1:Itsn2	129	155	207	234	28	0.75	42	101	83	179	84	0.83832	-8.56	1.49e-05	0.000175	chr2_24360370_24360649_-@ITSN2_ENSMUST00000218072.1:Itsn2 129
